City,id,Country,Lat,Lng,Date,Cloudiness,Humidity,Max Temp,Wind Speed
pyaozerskiy,503581,RU,65.833336,31.166668,1607817600,100,97,28.08,3.74
saskylakh,2017155,RU,71.91667199999998,114.083328,1607817600,11,82,-27.98,15.95
anadyr,2127202,RU,64.75,177.483337,1607817600,100,74,13.51,12.39
medvedka,528010,RU,61.162941,46.387001,1607817600,96,92,17.96,7.58
vaini,4032243,TO,-21.200001,-175.199997,1607817600,34,81,80.44,24.49
mahina,4034307,PF,-17.506479000000002,-149.48898300000005,1607817600,77,67,82.92,10.18
peterhead,2640351,GB,57.50584,-1.7980599999999998,1607817600,81,87,45.81,17.6
mpongwe,905789,ZM,-13.50914,28.155041,1607817600,100,94,65.98,6.06
isangel,2136825,VU,-19.549999,169.266663,1607817600,48,77,83.55,20.33
kuah,1222396,MY,6.32649,99.843201,1607817600,54,89,78.78,7.31
kodiak,5866583,US,57.790001,-152.407227,1607817600,95,88,41.7,21.94
new norfolk,2155415,AU,-42.782612,147.058701,1607817600,94,41,72.18,4.92
havre-saint-pierre,5972291,CA,50.23344,-63.598621,1607817600,1,81,20.21,12.59
cape town,3369157,ZA,-33.925838,18.42322,1607817600,6,73,62.91,3.29
iqaluit,5983720,CA,63.750591,-68.514488,1607817600,10,72,-20.36,9.62
saldanha,3361934,ZA,-33.011669,17.944201,1607817600,11,84,61.21,8.5
kahului,5847411,US,20.89472,-156.470001,1607817600,25,58,79.05,12.46
sambava,1056899,MG,-14.26667,50.166672,1607817600,29,86,75.83,12.19
nishihara,1855342,JP,26.18417,127.755829,1607817600,22,66,66.7,3.47
iberia,3938531,PE,-11.35,-69.58332800000001,1607817600,65,80,78.71,4.18
upernavik,3418910,GL,72.78684200000002,-56.15485,1607817600,23,77,17.47,7.67
natchitoches,4334720,US,31.760719,-93.086273,1607817600,2,58,59.45,4.09
inhambane,1045114,MZ,-23.865,35.383331,1607817600,39,87,78.13,9.17
lang son,1576633,VN,21.83333,106.73333,1607817600,100,90,65.39,2.24
sisimiut,3419842,GL,66.939461,-53.6735,1607817600,100,84,21.96,6.31
arraial do cabo,3471451,BR,-22.96611,-42.027779,1607817600,87,90,77.59,12.75
atuona,4020109,PF,-9.8,-139.033325,1607817600,1,72,78.82,16.71
clyde river,5924351,CA,70.469162,-68.591431,1607817600,95,92,4.91,5.59
provideniya,4031574,RU,64.38333100000001,-173.300003,1607817600,100,93,13.78,30.22
morococha,3934586,PE,-11.59972,-76.141113,1607817600,29,56,46.26,2.24
qaanaaq,3831208,GL,77.483971,-69.363213,1607817600,100,81,16.32,7.25
sitka,5557293,US,57.053059,-135.330002,1607817600,94,68,40.06,9.8
tuktoyaktuk,6170031,CA,69.45414,-133.03741499999998,1607817600,20,77,-15.38,5.01
mar del plata,3430863,AR,-38.002281,-57.557541,1607817600,2,57,64.98,20.65
chernyshevskiy,2025456,RU,63.012779,112.47139,1607817600,74,83,-40.67,4.47
manaure,3675504,CO,11.77505,-72.444473,1607817600,83,67,82.71,16.89
sengiley,497094,RU,53.962219,48.794441,1607817600,61,89,8.38,5.7
elizabeth city,4465088,US,36.294601,-76.251053,1607817600,45,81,60.58,8.21
bathsheba,3374083,BB,13.21667,-59.51667,1607817600,26,78,80.62,12.41
yulara,6355222,AU,-25.240601,130.988907,1607817600,10,73,81.03,9.6
pauini,3662927,BR,-7.713610000000001,-66.976387,1607817600,77,75,79.54,1.92
port alfred,964432,ZA,-33.590569,26.891041,1607817600,98,91,65.53,12.01
norman wells,6089245,CA,65.282013,-126.832901,1607817600,3,78,-13.58,6.93
denpasar,1645528,ID,-8.65,115.216667,1607817600,59,81,81.14,1.92
andenes,3163146,NO,69.314278,16.11939,1607817600,96,81,40.95,9.93
arandis,3358670,,-22.41667,14.96667,1607817600,0,84,56.97,2.17
chara,2025630,RU,56.906391000000006,118.263062,1607817600,47,73,-28.03,0.67
puerto ayora,3652764,EC,-0.73931,-90.351761,1607817600,48,75,75.45,9.69
shimoda,1852357,JP,34.666672,138.949997,1607817600,33,59,55.67,20.29
state college,5213681,US,40.7934,-77.860001,1607817600,85,77,47.62,3.98
savannah bight,3601402,HN,16.450001,-85.849998,1607817600,4,83,80.96,16.04
verkhoyansk,2013465,RU,67.544724,133.384995,1607817600,28,78,-42.23,1.28
vestmanna,2610343,FO,62.156391000000006,-7.16639,1607817600,100,90,44.28,19.17
zhigansk,2012530,RU,66.769722,123.371109,1607817600,51,77,-45.35,6.58
porirua,2184397,NZ,-41.133331,174.850006,1607817600,29,65,58.44,14.16
lorengau,2092164,PG,-2.02259,147.271194,1607817600,79,71,86.11,8.16
carnot,2387495,CF,4.9409,15.86645,1607817600,76,34,77.23,2.13
wattegama,1224061,LK,6.7989,81.480797,1607817600,94,91,73.94,3.8
kavaratti,1267390,IN,10.56688,72.64202900000002,1607817600,7,77,81.7,8.75
nadym,1498087,RU,65.533333,72.51666999999998,1607817600,71,93,7.63,11.48
pisco,3932145,PE,-13.7,-76.216667,1607817600,6,75,69.46,6.42
bredasdorp,1015776,ZA,-34.53215,20.04031,1607817600,0,88,59.41,3.0
namtsy,2019488,RU,62.71611,129.66583300000002,1607817600,85,67,-46.88,2.19
alofi,4036284,NU,-19.059521,-169.918671,1607817600,95,89,79.0,35.79
calama,3897347,CL,-22.466669,-68.933327,1607817600,0,25,66.7,5.97
bitung,1648636,ID,1.4451,125.182404,1607817600,50,80,84.25,3.22
lavrentiya,4031637,RU,65.58332800000001,-171.0,1607817600,97,90,13.84,34.02
kholodnyy,2124611,RU,62.716671,147.949997,1607817600,100,84,-17.59,3.91
divnomorskoye,566157,RU,44.50111,38.135277,1607817600,100,69,53.92,9.51
birigui,3469989,BR,-21.28861,-50.34,1607817600,99,71,78.24,3.06
kyzyl-suu,1527497,KG,42.3414,78.005577,1607817600,49,78,21.29,5.97
ancud,3899695,CL,-41.86972,-73.82028199999998,1607817600,38,66,52.72,10.92
nanortalik,3421765,GL,60.14316899999999,-45.237148,1607817600,100,88,32.13,12.1
tautira,4033557,PF,-17.73333,-149.149994,1607817600,56,65,83.32,7.54
itupiranga,3397851,BR,-5.13472,-49.326672,1607817600,59,91,78.3,2.71
pathein,1328421,MM,16.783331,94.73333,1607817600,0,91,66.76,4.29
hearst,5973108,CA,49.68351,-83.666542,1607817600,100,89,5.54,7.92
matinhos,3457455,BR,-25.817499,-48.542782,1607817600,94,90,75.88,5.57
kosonsoy,1513714,UZ,41.256111,71.550827,1607817600,74,87,28.24,2.48
emba,146639,CY,34.808331,32.424999,1607817600,86,66,63.63,9.08
touros,3386213,BR,-5.1988900000000005,-35.460831,1607817600,11,75,79.86,15.05
kawambwa,176555,ZM,-9.7915,29.07913,1607817600,100,96,63.54,2.95
sekoma,933102,BW,-24.4,23.883329,1607817600,74,53,75.02,7.45
zwiesel,2803537,DE,49.01667,13.23333,1607817600,100,91,35.33,3.2
abha,110690,SA,18.216391,42.50528,1607817600,9,83,53.49,0.36
chakwal,1181636,PK,32.93338,72.858528,1607817600,20,88,47.66,6.08
muscat,287286,OM,23.613871,58.592201,1607817600,0,53,67.42,3.24
cidreira,3466165,BR,-30.18111,-50.205559,1607817600,39,79,75.06,8.95
torbay,6167817,CA,47.666592,-52.73135,1607817600,42,86,34.65,11.03
meulaboh,1214488,ID,4.1363,96.128502,1607817600,100,88,75.74,3.71
lebu,3883457,CL,-37.616669,-73.650002,1607817600,87,90,55.26,13.09
kimbe,2093967,PG,-5.55021,150.142853,1607817600,48,79,84.29,2.84
haines junction,5969025,CA,60.752159,-137.510818,1607817600,100,82,1.89,2.15
longyearbyen,2729907,SJ,78.218597,15.64007,1607817600,75,85,12.09,0.51
central point,5718601,US,42.375961,-122.916428,1607817600,46,63,45.75,2.21
kenai,5866063,US,60.55444,-151.258331,1607817600,49,74,22.53,12.35
ilulissat,3423146,GL,69.216667,-51.099998,1607817600,100,79,29.73,10.13
guerrero negro,4021858,MX,27.976940000000006,-114.061111,1607817600,0,67,64.53,17.78
kruisfontein,986717,ZA,-34.00333,24.731421,1607817600,76,94,58.78,3.22
laytown,2963007,IE,53.681938,-6.23917,1607817600,79,83,44.6,13.42
coari,3664539,BR,-4.085,-63.141392,1607817600,52,74,83.08,1.12
arlit,2447513,NE,18.73694,7.385280000000002,1607817600,0,19,75.79,8.84
luxor,360502,EG,25.698931,32.642101000000004,1607817600,0,29,67.15,6.38
lufilufi,4035249,WS,-13.87449,-171.598572,1607817600,94,90,79.14,24.54
zhengjiatun,2033135,CN,43.50639,123.506393,1607817600,0,87,-3.53,8.66
half moon bay,5354943,US,37.463551,-122.428589,1607817600,52,80,56.46,4.76
belinskiy,578045,RU,52.964741,43.41647,1607817600,82,92,11.55,12.39
verkhnevilyuysk,2013639,RU,63.445278,120.316673,1607817600,92,82,-35.39,3.31
ingham,2162737,AU,-18.65,146.166672,1607817600,98,71,82.31,6.98
achacachi,3924610,BO,-16.049999,-68.683327,1607817600,96,77,47.34,9.84
srednekolymsk,2121025,RU,67.449997,153.683334,1607817600,100,87,-21.59,5.68
nerchinskiy zavod,2019323,RU,51.3088,119.610001,1607817600,1,84,-24.02,1.83
east london,1006984,ZA,-33.015289,27.911619,1607817600,98,83,67.08,10.78
solhan,300377,TR,38.963379,41.029308,1607817600,82,87,34.56,1.59
mnogovershinnyy,2019935,RU,53.93528000000001,139.924164,1607817600,100,96,3.07,6.13
chabahar,1161724,IR,25.291901,60.643002,1607817600,0,59,68.63,8.75
awjilah,88533,LY,29.108061,21.28694,1607817600,51,32,66.7,13.04
batemans bay,2176639,AU,-35.71667100000001,150.183334,1607817600,95,76,69.33,5.1
dustlik,1514125,UZ,40.524719,68.03582800000001,1607817600,97,88,29.86,3.04
staryy nadym,1490918,RU,65.611816,72.684174,1607817600,71,93,7.66,10.78
vryburg,942511,ZA,-26.956591,24.728399,1607817600,47,73,69.03,8.03
poum,2138555,NC,-20.23333,164.016663,1607817600,53,78,81.36,25.21
chokurdakh,2126123,RU,70.63333100000001,147.916672,1607817600,100,84,-27.53,5.39
usinsk,863061,RU,65.993889,57.528061,1607817600,100,95,9.79,13.15
belaya gora,2126785,RU,68.533333,146.416672,1607817600,91,84,-29.78,3.78
vestmannaeyjar,3412093,IS,63.44273000000001,-20.27339,1607817600,96,87,44.65,34.34
kiunga,2093846,PG,-6.12193,141.290604,1607817600,87,80,87.76,1.12
arinos,3471522,BR,-15.91694,-46.10556,1607817600,98,87,75.04,1.72
skotterud,3138532,NO,59.982811,12.12825,1607817600,100,97,36.66,4.72
demyansk,566629,RU,57.643009,32.466,1607817600,22,94,22.26,9.15
terra santa,3386467,BR,-2.10417,-56.486938,1607817600,29,50,87.13,2.98
posse,3452599,BR,-14.09306,-46.369438,1607817600,99,88,71.62,3.87
lengshuijiang,1804169,CN,27.688061,111.429443,1607817600,100,87,48.04,4.36
mogadishu,53654,SO,2.03711,45.34375,1607817600,33,76,77.16,18.12
trelew,3833883,AR,-43.248951,-65.305054,1607817600,82,34,63.41,12.19
medea,3217444,IT,45.91806,13.424170000000002,1607817600,94,89,40.39,5.79
broken hill,2173911,AU,-31.950001,141.433334,1607817600,99,28,79.84,21.63
valleyview,6173220,CA,55.06673000000001,-117.285851,1607817600,82,72,4.96,7.94
boca do acre,3664956,BR,-8.75222,-67.39778100000001,1607817600,78,87,78.93,2.48
walvis bay,3359638,,-22.9575,14.50528,1607817600,0,84,60.06,9.62
kangaatsiaq,3422683,GL,68.30648000000001,-53.46405,1607817600,100,85,20.08,1.19
megion,1499053,RU,61.029598,76.113602,1607817600,91,93,4.1,8.1
alugan,1731248,PH,12.2188,125.480797,1607817600,69,82,82.51,6.6
toktogul,1538648,KG,41.870789,72.940201,1607817600,0,75,26.83,1.79
yanam,1252795,IN,16.73333,82.216667,1607817600,0,83,67.59,2.82
kieta,2094027,PG,-6.21667,155.633331,1607817600,14,65,87.08,4.27
hambantota,1244926,LK,6.1241,81.1185,1607817600,91,87,76.33,11.34
kitui,191038,KE,-1.36696,38.010559,1607817600,7,90,63.07,3.44
nacala,1035025,MZ,-14.54278,40.672779,1607817600,39,86,79.39,8.25
taoudenni,2450173,ML,22.678329,-3.98361,1607817600,0,25,68.13,8.03
yaremche,688455,UA,48.458332,24.551945,1607817600,100,96,32.43,2.26
ust-nera,2120048,RU,64.566673,143.199997,1607817600,98,73,-23.08,1.81
new port richey,4165869,US,28.244181,-82.719269,1607817600,37,84,69.22,4.16
zavodouspenskoye,1485354,RU,56.86256,65.01553299999999,1607817600,48,80,18.91,9.82
santiago del estero,3835869,AR,-27.795111,-64.26149000000001,1607817600,0,38,94.62,8.28
inuvik,5983607,CA,68.349861,-133.721817,1607817600,0,81,-19.93,3.56
nsanje,924572,MW,-16.91995,35.26199000000001,1607817600,59,88,76.15,3.22
ushirombo,149129,TZ,-3.49194,31.963890000000006,1607817600,6,89,63.25,2.33
tinskoy,1489571,RU,56.1525,96.916107,1607817600,100,94,3.47,3.04
talara,3691582,PE,-4.57722,-81.27194200000002,1607817600,49,76,72.41,17.69
oum hadjer,2426370,TD,13.2954,19.6966,1607817600,0,17,77.29,8.34
yar-sale,1486321,RU,66.83332800000001,70.83332800000002,1607817600,9,91,7.27,11.36
angoram,2100765,PG,-4.0625300000000015,144.066086,1607817600,100,88,83.34,2.48
pahrump,5509851,US,36.20829000000001,-115.98391,1607817600,44,33,51.22,13.15
itaituba,3397967,BR,-4.27611,-55.983608,1607817600,51,57,87.26,2.53
aklavik,5882953,CA,68.219131,-135.010712,1607817600,3,73,-24.54,2.53
leningradskiy,2123814,RU,69.38333100000001,178.416672,1607817600,100,95,9.25,7.0
balmedie,2656454,GB,57.250519,-2.06163,1607817600,83,89,46.0,16.96
roald,3141667,NO,62.583328,6.13333,1607817600,0,66,39.65,6.13
te anau,2181625,NZ,-45.416672,167.716675,1607817600,3,57,57.52,3.62
ketchikan,5554428,US,55.34222,-131.646103,1607817600,100,83,35.08,5.01
mineiros,3457147,BR,-17.569441,-52.551109,1607817600,97,81,72.57,5.64
cabo san lucas,3985710,MX,22.890881,-109.912376,1607817600,0,59,73.6,10.83
kaeo,2189343,NZ,-35.099998,173.783325,1607817600,22,56,69.84,4.27
tororo,226110,UG,0.69299,34.180851000000004,1607817600,12,75,64.22,4.27
great yarmouth,2647984,GB,52.608311,1.73052,1607817600,96,94,45.05,10.67
nokaneng,933211,BW,-19.66667,22.26667,1607817600,69,63,75.72,3.89
sorong,1626542,ID,-0.88333,131.25,1607817600,3,78,82.9,2.55
caravelas,3466980,BR,-17.712549,-39.248138,1607817600,0,79,75.81,7.29
keetmanshoop,3356264,,-26.58333,18.133329,1607817600,0,25,64.11,4.0
nizhniy baskunchak,520798,RU,48.21978,46.831051,1607817600,100,93,23.16,14.23
tutayev,480122,RU,57.885288,39.5406,1607817600,27,93,12.34,7.0
necochea,3430443,AR,-38.54726,-58.736752,1607817600,92,59,64.04,10.51
codrington,2171099,AU,-38.26667,141.966675,1607817600,100,53,74.55,14.54
mazamari,3935102,PE,-11.32583,-74.53083000000002,1607817600,92,67,79.66,1.86
pevek,2122090,RU,69.700829,170.313324,1607817600,100,85,7.0,0.34
laizhou,1804578,CN,37.171669,119.921387,1607817600,88,88,33.71,25.46
batagay-alyta,2027042,RU,67.80056,130.411392,1607817600,0,69,-36.18,1.43
qaqortoq,3420846,GL,60.716671,-46.033329,1607817600,100,86,28.42,3.13
kerchevskiy,551047,RU,59.945961,56.28836800000001,1607817600,100,95,14.36,5.75
balikpapan,1650527,ID,-1.2675299999999998,116.828873,1607817600,100,84,77.7,4.41
tigzirt,2476660,DZ,36.888561,4.11984,1607817600,12,70,57.76,15.37
dubti,338554,ET,11.73611,41.085281,1607817600,15,59,73.65,4.92
koygorodok,543396,RU,60.44498100000001,50.996799,1607817600,99,94,13.12,6.87
salina cruz,3520064,MX,16.16667,-95.199997,1607817600,17,73,80.31,2.98
cururupu,3401148,BR,-1.82833,-44.86832800000001,1607817600,99,78,78.71,5.37
luwuk,1637001,ID,-0.9516,122.787498,1607817600,100,68,84.79,0.07
lasa,3175096,IT,46.616611,10.70016,1607817600,47,84,30.51,5.41
shchors,694273,UA,51.818649,31.94504,1607817600,99,98,29.57,8.32
grand gaube,934479,MU,-20.00639,57.66083100000001,1607817600,14,75,76.28,20.92
severnyy-kospashskiy,496307,RU,59.092541,57.8008,1607817600,100,92,4.51,3.74
maniwaki,6065262,CA,46.383411,-75.966049,1607817600,100,95,32.52,10.76
beyneu,610298,KZ,45.316669,55.200001,1607817600,0,96,19.67,13.09
constitucion,3442939,UY,-31.08333,-57.833328,1607817600,93,88,73.53,20.56
xining,1788852,CN,36.616669,101.76667,1607817600,99,88,10.26,3.53
isiolo,196231,KE,0.35462,37.58218,1607817600,11,79,64.6,3.11
itoman,1861280,JP,26.12472,127.669441,1607817600,39,71,68.72,4.59
sangar,2017215,RU,63.924171,127.473892,1607817600,55,78,-46.79,1.54
tres arroyos,3833859,AR,-38.37394000000001,-60.27978100000001,1607817600,99,54,64.85,3.4
jimma,333772,ET,7.66667,36.833328,1607817600,2,59,58.3,2.01
wokha,1252840,IN,26.1,94.26667,1607817600,71,100,42.64,2.86
beringovskiy,2126710,RU,63.049999,179.316666,1607817600,100,93,21.34,22.79
ocland,672031,RO,46.166672,25.41667,1607817600,100,88,39.76,4.7
hami,1529484,CN,42.799999,93.449997,1607817600,0,71,11.46,2.95
ust-tsilma,477940,RU,65.44104,52.14978,1607817600,100,95,14.36,3.94
coquimbo,3893629,CL,-29.953329,-71.343613,1607817600,0,72,61.3,2.46
muravlenko,1540711,RU,63.789768,74.52301,1607817600,89,95,6.06,14.0
musiri,1262380,IN,10.93333,78.449997,1607817600,22,90,71.02,3.31
komsomolskiy,1513491,UZ,40.427219,71.718887,1607817600,62,88,32.23,1.25
polunochnoye,1494482,RU,60.86972,60.41527900000001,1607817600,74,93,13.12,4.21
krasnoturansk,1502063,RU,54.318611,91.563889,1607817600,100,87,9.25,3.8
puri,1259184,IN,19.799999,85.849998,1607817600,0,81,73.33,5.75
linfen,1803567,CN,36.08889,111.51888999999998,1607817600,30,58,27.91,8.05
talnakh,1490256,RU,69.48650400000001,88.39720200000002,1607817600,100,87,-5.6,17.83
qandala,53157,SO,11.47197,49.872822,1607817600,21,51,74.21,3.31
vila velha,3445026,BR,-20.32972,-40.2925,1607817600,17,79,77.52,14.03
cruzeiro do sul,3465080,BR,-29.512779,-51.985279,1607817600,0,66,81.16,2.26
tuatapere,2180815,NZ,-46.133331,167.683334,1607817600,81,66,54.97,11.56
kitimat,5993072,CA,54.052441,-128.653427,1607817600,100,92,30.94,4.81
mujiayingzi,2035707,CN,42.116669,118.783333,1607817600,3,80,-4.04,8.66
honolulu,5856195,US,21.30694,-157.858337,1607817600,20,61,79.36,21.72
moundou,2427455,TD,8.56667,16.08333,1607817600,66,23,78.28,2.01
maldonado,3441894,UY,-34.900002,-54.950001,1607817600,47,42,78.73,15.84
canavieiras,3467577,BR,-15.675,-38.94722,1607817600,0,79,75.02,5.5
atar,2381334,MR,20.516859,-13.04986,1607817600,25,23,63.7,6.78
langsa,1214724,ID,4.4683,97.9683,1607817600,100,93,74.84,2.39
martapura,1636022,ID,-3.41667,114.849998,1607817600,95,94,76.24,2.26
comodoro rivadavia,3860443,AR,-45.866669,-67.5,1607817600,84,29,66.02,15.88
carutapera,3402648,BR,-1.195,-46.02,1607817600,90,79,79.74,7.81
suoyarvi,486186,RU,62.083328,32.349998,1607817600,76,98,23.38,5.97
chimbote,3698304,PE,-9.08528,-78.578331,1607817600,26,77,69.51,8.43
swift current,6160603,CA,50.283371,-107.801353,1607817600,94,91,20.26,11.88
drayton valley,5942547,CA,53.21682,-114.985443,1607817600,56,86,11.89,8.9
onomichi,1853992,JP,34.416672,133.199997,1607817600,75,76,47.71,6.71
vao,2137773,NC,-22.66667,167.483337,1607817600,100,86,78.28,23.91
los llanos de aridane,2514651,ES,28.65851,-17.918209,1607817600,37,78,62.91,8.19
quang ngai,1568770,VN,15.11667,108.800003,1607817600,38,89,73.85,3.96
tabou,2281120,CI,4.42295,-7.3528,1607817600,100,86,79.02,7.56
samarai,2132606,PG,-10.61667,150.666672,1607817600,17,74,83.8,7.65
lebedinyy,2020871,RU,58.51667,125.51667,1607817600,100,84,-34.64,1.39
vila,7117100,PT,42.030399,-8.1588,1607817600,95,97,48.49,5.14
ambunti,2100933,PG,-4.23653,142.844849,1607817600,100,90,81.25,2.17
mangochi,927246,MW,-14.47815,35.264481,1607817600,86,80,73.94,0.89
savalou,2391895,BJ,7.92807,1.97558,1607817600,20,67,82.27,5.82
kutum,371745,SD,14.2,24.66667,1607817600,1,29,62.19,5.44
cap malheureux,934649,MU,-19.984171,57.61417,1607817600,10,75,76.44,20.36
yeghegnavan,174709,AM,39.83799000000001,44.625309,1607817600,98,73,36.66,1.1
nhulunbuy,2064735,AU,-12.23333,136.766663,1607817600,69,73,86.85,6.29
paratinga,3455029,BR,-12.69056,-43.18417,1607817600,0,52,77.29,6.96
bonthe,2409914,SL,7.526389999999999,-12.505,1607817600,32,88,79.74,7.16
cam ranh,1586350,VN,11.92144,109.159126,1607817600,57,82,76.32,6.64
lahaina,5849996,US,20.87833,-156.682495,1607817600,21,60,78.15,9.8
livenka,534717,RU,50.4491,38.295898,1607817600,100,96,28.85,14.63
buin,3897774,CL,-33.73333,-70.75,1607817600,13,34,73.58,4.0
pangoa,3933104,PE,-12.11667,-73.0,1607817600,81,85,74.48,1.14
san policarpo,1688696,PH,12.1791,125.507202,1607817600,67,81,82.8,6.91
kibungo,202068,RW,-2.1597,30.5427,1607817600,28,85,62.33,1.68
belonia,1276502,IN,23.252781,91.451393,1607817600,3,82,60.75,2.73
dabat,340358,ET,12.98417,37.764999,1607817600,3,46,51.66,3.8
gazojak,1514792,TM,41.187462,61.403599,1607817600,86,84,25.92,6.24
severomorsk,496278,RU,69.068893,33.416222,1607817600,58,90,18.81,10.36
huarmey,3939168,PE,-10.06806,-78.152222,1607817600,50,76,70.27,8.1
srikakulam,1255647,IN,18.299999,83.900002,1607817600,5,83,67.78,5.26
horadiz,148003,AZ,39.448769,47.335312,1607817600,85,85,39.79,2.21
kabo,2386042,CF,7.69937,18.62903,1607817600,39,27,77.32,1.41
gimli,5961417,CA,50.63362100000001,-96.990662,1607817600,42,91,15.57,4.0
viedma,3832899,AR,-40.81345,-62.996681,1607817600,100,43,64.8,11.21
lensk,2020838,RU,60.725281,114.92778,1607817600,99,81,-28.62,5.64
labuhan,8079926,ID,-6.8844,112.205101,1607817600,100,82,78.1,10.42
uvalde,4738721,US,29.209681,-99.786171,1607817600,1,50,65.25,8.7
hualmay,3939761,PE,-11.09639,-77.613892,1607817600,10,77,69.89,8.1
bonavista,5905393,CA,48.649891,-53.114738,1607817600,100,90,33.08,12.44
urengoy,1488414,RU,65.966667,78.36666899999999,1607817600,97,96,11.35,8.72
port-gentil,2396518,GA,-0.71933,8.78151,1607817600,69,86,79.99,11.14
novoagansk,1497210,RU,61.944901,76.662498,1607817600,95,94,4.23,7.36
pangody,1495626,RU,65.850021,74.48593100000002,1607817600,95,95,9.91,9.84
mahendranagar,1283095,NP,28.91667,80.33332800000002,1607817600,0,52,57.76,5.55
diego de almagro,3892454,CL,-26.366671000000004,-70.050003,1607817600,0,29,71.15,3.0
ginir,336454,ET,7.13333,40.700001,1607817600,31,57,57.04,2.77
kailua,5847486,US,21.40222,-157.739441,1607817600,21,66,78.75,20.02
nabire,1634614,ID,-3.36667,135.483337,1607817600,95,78,85.42,1.36
ostrovnoy,556268,RU,68.053062,39.513062,1607817600,58,96,28.04,16.78
puerto baquerizo moreno,3652758,EC,-0.9,-89.599998,1607817600,87,86,74.77,12.12
ouadda,236901,CF,8.07771,22.400749,1607817600,65,31,72.82,2.06
starotimoshkino,488608,RU,53.71908199999999,47.53115800000001,1607817600,39,94,7.81,5.35
kovdor,543508,RU,67.566162,30.47576,1607817600,98,98,19.45,4.34
monkey bay,926308,MW,-14.0728,34.920052,1607817600,73,72,78.17,4.5
